Company,File No.,Opened,Closed,Coverage,SubCoverage,Reason,SubReason,Disposition,Conclusion,Recovery,Status
"ConnectiCare Insurance Company, Inc",701165,03/09/2017,03/31/2017,,,Unfair Claims Practice,Provider Contract Issue,Claim Settled,Furnished Information,0.00,Closed
Allstate Fire and Casualty Insurance Company,601756,04/15/2016,05/04/2016,,,Unfair Claims Practice,Unsatisfactory Offer,Company Position Upheld,Unjustified,0.00,Closed
Travelers Property Casualty Company of America,601612,04/05/2016,04/28/2016,,,Unfair Claims Practice,Claim Delays,Company Position Upheld,Unjustified,0.00,Closed
"ConnectiCare Insurance Company, Inc",700280,01/18/2017,02/16/2017,,,Utilization Review,Contract Provision,Furnished Information,Furnished Information,0.00,Closed
UnitedHealthcare Insurance Company,804538,09/24/2018,10/17/2018,Group Health,No SubCov - AH,Unfair Claims Practice,Provider Contract Issue,Corrective Action,Furnished Information,0.00,Closed
Voya Insurance and Annuity Company,503764,08/14/2015,09/02/2015,,,Marketing/Sales,Policy Service Delay,Contract Provision,Unjustified,0.00,Closed
Jackson National Life Insurance Company,701918,04/24/2017,05/09/2017,,,Premium and Rating,Premium/Notice,Company Position Upheld,Unjustified,0.00,Closed
Metropolitan Property and Casualty Insurance Company,702783,06/15/2017,06/16/2017,,,Unfair Claims Practice,Unsatisfactory Offer,Complaint Withdrawn,No Action Necessary,0.00,Closed
Travelers Home and Marine Insurance Company (The),501535,04/02/2015,05/18/2015,,,Unfair Claims Practice,Denial of Claim,Contract Provision,Unjustified,0.00,Closed
Travelers Home and Marine Insurance Company (The),500689,02/17/2015,03/20/2015,,,Premium and Rating,Premium/Notice,Corrective Action,Unjustified,286.00,Closed
Transamerica Life Insurance Company,503411,07/22/2015,08/17/2015,,,Unfair Claims Practice,Denial of Claim,Contract Provision,Furnished Information,0.00,Closed
"Anthem Health Plans, Inc",503781,08/17/2015,08/31/2015,,,Unfair Claims Practice,Claim Delays,Claim Settled,Voluntary Reconsider,34.17,Closed
"Anthem Health Plans, Inc",700226,01/13/2017,02/28/2017,,,Unfair Claims Practice,Eligibility of Provider,Claim Settled,Furnished Information,3925.78,Closed
Union Security Insurance Company,501311,03/20/2015,03/30/2015,,,Unfair Claims Practice,Denial of Claim,Corrective Action,Voluntary Reconsider,39628.48,Closed
Aetna Life Insurance Company,602088,05/04/2016,06/14/2016,,,Unfair Claims Practice,Coordination of Benefit,Furnished Information,Furnished Information,0.00,Closed
"Anthem Health Plans, Inc",501699,04/10/2015,05/27/2015,,,Marketing/Sales,Policy Service Delay,Corrective Action,Furnished Information,0.00,Closed
Knights of Columbus,602502,06/02/2016,06/03/2016,,,Marketing/Sales,Policy Service Delay,Complaint Withdrawn,No Action Necessary,0.00,Closed
U.S. Financial Life Insurance Company,805222,11/05/2018,11/19/2018,Individual Life,Universal Life,Premium and Rating,Premium/Rate Increase,Contract Provision,Unjustified,0.00,Closed
Wesco Insurance Company,603384,07/22/2016,08/16/2016,,,Unfair Claims Practice,Comparative Negligence,Claim Settled,Unjustified,407.51,Closed
LM General Insurance Company,804948,10/18/2018,11/19/2018,Auto,,Unfair Claims Practice,Denial of Claim,Contract Provision,Unjustified,0.00,Closed
UnitedHealthcare Insurance Company,505624,12/14/2015,12/28/2015,,,Unfair Claims Practice,Contract Provision,Claim Paid With Interest,Justified,178.44,Closed
New York Life Insurance and Annuity Corporation,805348,11/13/2018,11/19/2018,Individual Annuity,Fixed Annuity,Unfair Claims Practice,Claim Delays,Complaint Withdrawn,No Action Necessary,0.00,Closed
QBE Insurance Corporation,602956,06/28/2016,08/29/2016,,,Unfair Claims Practice,Claim Procedure,Contract Provision,Unjustified,0.00,Closed
Accordia Life and Annuity Company,700784,02/16/2017,03/10/2017,,,Marketing/Sales,Policy Service Delay,Corrective Action,Justified,0.00,Closed
UnitedHealthcare Insurance Company,701651,04/05/2017,04/24/2017,,,Unfair Claims Practice,Denial of Claim,Contract Provision,Furnished Information,0.00,Closed
Mony Life Insurance Company of America,901170,03/12/2019,03/27/2019,Individual Life,Whole Life,Marketing/Sales,Policy Service Delay,Furnished Information,Furnished Information,0.00,Closed
Lincoln Heritage Life Insurance Company,702960,06/26/2017,07/25/2017,,,Marketing/Sales,Misleading Advertising,Company Position Upheld,Unjustified,0.00,Closed
LM General Insurance Company,603260,07/18/2016,08/11/2016,,,Unfair Claims Practice,Claim Delays,Company Position Upheld,Unjustified,0.00,Closed
Allstate Fire and Casualty Insurance Company,703245,07/18/2017,08/03/2017,,,Unfair Claims Practice,Storage Fees,Enter Arbitration,Unjustified,0.00,Closed
"ConnectiCare Insurance Company, Inc",500562,02/09/2015,02/23/2015,,,Unfair Claims Practice,Claim Delays,Furnished Information,Furnished Information,0.00,Closed
"Anthem Health Plans, Inc",703380,07/25/2017,08/21/2017,,,Unfair Claims Practice,Eligibility of Provider,Furnished Information,Furnished Information,0.00,Closed
Metropolitan Group Property and Casualty Insurance Company,504490,09/29/2015,10/30/2015,,,Unfair Claims Practice,Unsatisfactory Settlement,Claim Settled,Unjustified,0.00,Closed
NGM Insurance Company,703718,08/15/2017,08/29/2017,Homeowners,,Unfair Claims Practice,Unsatisfactory Settlement,Company Position Upheld,Unjustified,0.00,Closed
Allstate Indemnity Company,805145,10/31/2018,11/19/2018,Homeowners,,Unfair Claims Practice,Unsatisfactory Offer,Contract Provision,Unjustified,0.00,Closed
Nationwide Mutual Insurance Company,703765,08/17/2017,08/28/2017,Auto Liability,,Unfair Claims Practice,Claim Delays,Company Position Upheld,Unjustified,0.00,Closed
"Anthem Health Plans, Inc",504955,10/28/2015,11/17/2015,,,Unfair Claims Practice,Denial of Claim,Claim Paid With Interest,Justified,59.10,Closed
UnitedHealthcare Insurance Company,604506,09/28/2016,10/24/2016,,,Unfair Claims Practice,Denial of Claim,Furnished Information,Furnished Information,0.00,Closed
Allstate Fire and Casualty Insurance Company,703245,07/18/2017,08/03/2017,,,Unfair Claims Practice,Actual Cash Value Dispute,Enter Arbitration,Unjustified,0.00,Closed
"Anthem Health Plans, Inc",603988,08/26/2016,11/28/2016,,,Unfair Claims Practice,Provider Contract Issue,Provider Issue,Furnished Information,0.00,Closed
Allstate Property and Casualty Insurance Company,503982,08/28/2015,09/18/2015,,,Unfair Claims Practice,Unsatisfactory Settlement,Corrective Action,Justified,3187.08,Closed
Hanover American Insurance Company,703609,08/08/2017,08/18/2017,,,Premium and Rating,Premium Refund Delay,Premium Refund,Justified,120.29,Closed
"ConnectiCare Insurance Company, Inc",602178,05/10/2016,05/27/2016,,,Unfair Claims Practice,Coordination of Benefit,Corrective Action,Furnished Information,0.00,Closed
"Anthem Health Plans, Inc",603391,07/25/2016,08/10/2016,,,Premium and Rating,Premium Refund Delay,Furnished Information,Furnished Information,2266.56,Closed
Nationwide Mutual Insurance Company,700169,01/10/2017,01/30/2017,,,Unfair Claims Practice,Subrogation,Company Position Upheld,Unjustified,0.00,Closed
General American Life Insurance Company,600243,01/19/2016,02/02/2016,,,Marketing/Sales,Producer Handling,Complaint Withdrawn,No Action Necessary,0.00,Closed
"Anthem Health Plans, Inc",702646,06/06/2017,06/16/2017,,,Premium and Rating,Premium Refund Delay,Furnished Information,Furnished Information,0.00,Closed
United Services Automobile Association,505126,11/09/2015,12/11/2015,,,Unfair Claims Practice,Claim Delays,Corrective Action,Questionable,0.00,Closed
Quincy Mutual Fire Insurance Company,605264,11/17/2016,12/07/2016,,,Unfair Claims Practice,Claim Procedure,Furnished Information,Unjustified,0.00,Closed
Ameritas Life Insurance Corp.,504672,10/09/2015,11/18/2015,,,Unfair Claims Practice,Denial of Claim,Furnished Information,Voluntary Reconsider,0.00,Closed
Vermont Mutual Insurance Company,601893,04/22/2016,05/06/2016,,,Unfair Claims Practice,Claim Procedure,Contract Provision,Unjustified,0.00,Closed
"Anthem Health Plans, Inc",605726,12/16/2016,01/17/2017,,,Utilization Review,Contract Provision,Furnished Information,Furnished Information,0.00,Closed
Federal Insurance Company,804897,10/17/2018,11/19/2018,,,Unfair Claims Practice,Denial of Claim,Company Position Upheld,Unjustified,0.00,Closed
"Anthem Health Plans, Inc",805167,11/01/2018,11/19/2018,Group Health,Prescription,Utilization Review,Medical Necessity,Company Position Upheld,Furnished Information,0.00,Closed
State Farm Mutual Automobile Insurance Company,803548,08/01/2018,08/27/2018,Auto Medical Payment,,Unfair Claims Practice,Claim Procedure,Company Position Upheld,Unjustified,0.00,Closed
USAA Casualty Insurance Company,504937,10/27/2015,11/10/2015,,,Unfair Claims Practice,Claim Procedure,Corrective Action,Justified,0.00,Closed
"Anthem Health Plans, Inc",500965,03/02/2015,03/18/2015,,,Unfair Claims Practice,CPT Code Issue,Furnished Information,Furnished Information,0.00,Closed
UnitedHealthcare Insurance Company,503298,07/16/2015,08/14/2015,,,Unfair Claims Practice,Denial of Claim,Claim Settled,Furnished Information,232.00,Closed
"Anthem Health Plans, Inc",804970,10/19/2018,11/19/2018,Ind Medicare Supplemental,No SubCov - AH,Marketing/Sales,Duplicate Coverage,No Cause For Action,No Action Necessary,0.00,Closed
"ConnectiCare Insurance Company, Inc",602139,05/09/2016,06/14/2016,,,Unfair Claims Practice,Claim Procedure,Claim Settled,Furnished Information,1488.00,Closed
Acadia Insurance Company,504122,09/04/2015,09/25/2015,,,Underwriting,Underwriting Delays,Company Position Upheld,Unjustified,0.00,Closed
New York Life Insurance and Annuity Corporation,502253,05/14/2015,06/02/2015,,,Unfair Claims Practice,Claim Procedure,Corrective Action,Justified,11952.78,Closed
Voya Retirement Insurance and Annuity Company,505025,11/03/2015,12/01/2015,,,Marketing/Sales,No Coverage/Premium Paid,Corrective Action,Unjustified,0.00,Closed
Western World Insurance Company,804935,10/17/2018,11/19/2018,Commercial Auto,,Premium and Rating,Premium/Notice,Company Position Upheld,Unjustified,0.00,Closed
ConnectiCare Inc,504510,09/30/2015,10/01/2015,,,Unfair Claims Practice,Claim Procedure,Record Only,No Action Necessary,0.00,Closed
National Casualty Company,406214,12/19/2014,01/08/2015,,,Underwriting,Non-Renewal,Non-Renewal Rescinded,Justified,0.00,Closed
Century-National Insurance Company,805216,11/05/2018,11/19/2018,Auto Physical Damage,,Unfair Claims Practice,Unsatisfactory Settlement,Contract Provision,Unjustified,0.00,Closed
Seneca Specialty Insurance Company,901174,03/12/2019,03/27/2019,Condo Association,,Unfair Claims Practice,Claim Procedure,Company Position Upheld,Unjustified,0.00,Closed
"AmTrust Insurance Company of Kansas, Inc.",405872,11/26/2014,05/13/2015,,,Premium and Rating,Audit,Furnished Information,Furnished Information,0.00,Closed
Federal Insurance Company,804897,10/17/2018,11/19/2018,Travel Insurance,,Unfair Claims Practice,Denial of Claim,Company Position Upheld,Unjustified,0.00,Closed
Encompass Indemnity Company,602265,05/16/2016,05/27/2016,,,Unfair Claims Practice,Unsatisfactory Offer,Refer To Appraisal,Unjustified,0.00,Closed
"Oxford Health Plans (CT), Inc",503003,06/29/2015,08/06/2015,,,Unfair Claims Practice,Unsatisfactory Settlement,Contract Provision,Furnished Information,0.00,Closed
Bankers Life and Casualty Company,605349,11/21/2016,01/05/2017,,,Premium and Rating,Premium Refund Delay,Corrective Action,Unjustified,0.00,Closed
UnitedHealthcare Insurance Company,702398,05/22/2017,07/06/2017,,,Unfair Claims Practice,Unsatisfactory Settlement,Furnished Information,Furnished Information,0.00,Closed
"Anthem Health Plans, Inc",500357,01/28/2015,06/05/2015,,,Unfair Claims Practice,Claim Procedure,Claim Paid With Interest,Justified,35273.00,Closed
Patrons Mutual Insurance Company of Connecticut,703145,07/10/2017,08/30/2017,,,Unfair Claims Practice,Unsatisfactory Offer,Company Position Upheld,Unjustified,0.00,Closed
UnitedHealthcare Insurance Company,804970,10/19/2018,11/19/2018,Ind Medicare Supplemental,No SubCov - AH,Marketing/Sales,Duplicate Coverage,Premium Refund,Furnished Information,992.00,Closed
Esurance Insurance Company,605869,12/29/2016,01/12/2017,,,Unfair Claims Practice,Claim Delays,Complaint Withdrawn,No Action Necessary,0.00,Closed
State Farm Fire & Casualty Company,703148,07/10/2017,07/25/2017,,,Unfair Claims Practice,Unsatisfactory Offer,Company Position Upheld,Unjustified,2980.98,Closed
Twin City Fire Insurance Company,805178,11/02/2018,11/19/2018,General Liability,,Unfair Claims Practice,Denial of Claim,Contract Provision,Unjustified,0.00,Closed
Allstate Property and Casualty Insurance Company,600475,02/01/2016,02/16/2016,,,Unfair Claims Practice,Denial of Claim,Company Position Upheld,Unjustified,0.00,Closed
"Anthem Health Plans, Inc",603293,07/19/2016,08/24/2016,,,Unfair Claims Practice,Denial of Claim,Furnished Information,Furnished Information,547.98,Closed
Continental Casualty Company,700391,01/24/2017,02/28/2017,,,Unfair Claims Practice,Contract Provision,Furnished Information,Furnished Information,0.00,Closed
Aetna Life Insurance Company,501662,04/09/2015,04/21/2015,,,Premium and Rating,Premium Refund Delay,Premium Refund,Furnished Information,762.09,Closed
Brighthouse Life Insurance Company,702292,05/15/2017,07/19/2017,,,Marketing/Sales,Policy Service Delay,Furnished Information,Furnished Information,0.00,Closed
"Foremost Insurance Company Grand Rapids, Michigan",703263,07/19/2017,08/14/2017,,,Unfair Claims Practice,Denial of Claim,Company Position Upheld,Unjustified,0.00,Closed
American General Life Insurance Company,504521,10/01/2015,02/02/2016,,,Marketing/Sales,Producer Handling,Company Position Upheld,Unjustified,0.00,Closed
Government Employees Insurance Company,604241,09/13/2016,09/27/2016,,,Unfair Claims Practice,Claim Delays,Company Position Upheld,Unjustified,0.00,Closed
CSAA General Insurance Company,901196,03/13/2019,03/27/2019,Homeowners,,Unfair Claims Practice,Unsatisfactory Settlement,Refer To Appraisal,Unjustified,0.00,Closed
Massachusetts Mutual Life Insurance Company,605361,11/22/2016,01/23/2017,,,Unfair Claims Practice,Denial of Claim,Furnished Information,Furnished Information,0.00,Closed
"ConnectiCare Insurance Company, Inc",805169,11/01/2018,11/19/2018,,,Unfair Claims Practice,Carrier Never Rec'd Claim,Company Position Upheld,Furnished Information,0.00,Closed
"Anthem Health Plans, Inc",605404,11/28/2016,01/17/2017,,,Utilization Review,Denial of Claim,External Review Info Sent,Furnished Information,0.00,Closed
Northland Insurance Company,605522,12/02/2016,01/03/2017,,,Underwriting,Premium Refund Delay,Company Position Upheld,Unjustified,0.00,Closed
Progressive Casualty Insurance Company,604721,10/13/2016,10/24/2016,,,Unfair Claims Practice,Claim Delays,Claim Settled,Unjustified,0.00,Closed
GEICO General Insurance Company,604437,09/23/2016,10/20/2016,,,Unfair Claims Practice,Claim Procedure,Company Position Upheld,Unjustified,0.00,Closed
National Indemnity Company,505648,12/14/2015,12/16/2015,,,Premium and Rating,Excessive Charges,Complaint Withdrawn,No Action Necessary,0.00,Closed
GEICO Indemnity Company,805107,10/30/2018,11/14/2018,Auto Physical Damage,,Unfair Claims Practice,Denial of Claim,Company Position Upheld,Unjustified,0.00,Closed
UnitedHealthcare Insurance Company,604048,08/30/2016,09/12/2016,,,Unfair Claims Practice,Eligibility of Provider,Corrective Action,Justified,0.00,Closed
LM General Insurance Company,703159,07/11/2017,08/24/2017,Auto Physical Damage,,Unfair Claims Practice,Denial of Claim,Company Position Upheld,Justified,0.00,Closed
Carolina Casualty Insurance Company,505339,11/23/2015,02/18/2016,,,Premium and Rating,Audit,Company Position Upheld,Unjustified,0.00,Closed
Aetna Life Insurance Company,603610,08/05/2016,09/19/2016,,,Unfair Claims Practice,Eligibility of Provider,Claim Paid With Interest,Justified,4892.00,Closed
UnitedHealthcare Insurance Company,901236,03/14/2019,03/27/2019,Medicare Advantage,No SubCov - AH,Marketing/Sales,Producer Handling,Furnished Information,Furnished Information,0.00,Closed
Allstate Fire and Casualty Insurance Company,604855,10/21/2016,11/14/2016,,,Unfair Claims Practice,Loss of Use,Enter Arbitration,Unjustified,0.00,Closed
UnitedHealthcare Insurance Company,703732,08/15/2017,08/24/2017,Group Health,Other,Unfair Claims Practice,Claim Delays,Claim Settled,Furnished Information,4143.53,Closed
"Oxford Health Plans (CT), Inc",504538,10/02/2015,10/16/2015,,,Unfair Claims Practice,Denial of Claim,Furnished Information,Furnished Information,0.00,Closed
